Product_Group,Product_line,Customer_region,Customer_country,Quarter_year,Volume_kg,Revenue_eur,Gross Margin_eur
LVL,LVL 304,North America,USA,Q3 2022,6044412.986,1005746.285,161185.7148
LVL,LVL 304,North America,USA,Q3 2022,5474887.67,907119.2844,151194.2686
LVL,LVL 304,North America,USA,Q3 2022,5309951.25,890685.8354,131843.6319
LVL,LVL 304,North America,USA,Q4 2022,6125516.567,1066546.156,161286.0322
LVL,LVL 304,North America,USA,Q4 2022,5244779.965,932998.1278,127957.9768
LVL,LVL 304,North America,USA,Q4 2022,4737729.144,830450.4165,123389.1216
LVL,LVL 304,North America,USA,Q3 2022,98780.93405,172698.6285,52804.3345
LVL,LVL 304,North America,USA,Q3 2022,103831.0068,164945.346,37004.7135
LVL,LVL 304,North America,USA,Q3 2022,107985.3115,181759.5195,60631.2135
LVL,LVL 304,North America,USA,Q4 2022,95985.05508,150693.56,21365.3765
LVL,LVL 304,North America,USA,Q4 2022,68987.04303,132323.467,40067.0955
LVL,LVL 304,North America,USA,Q4 2022,87403.20022,167115.6875,59727.944
LVL,LVL 304,South America,Brazil,Q3 2022,160688.2629,167416.7235,167415.802
LVL,LVL 304,South America,Brazil,Q3 2022,182677.8415,172708.7365,172707.701
LVL,LVL 304,South America,Brazil,Q3 2022,195382.6315,197459.704,197458.5735
LVL,LVL 304,South America,Brazil,Q4 2022,171220.8257,201201.222,201199.873
LVL,LVL 304,South America,Brazil,Q4 2022,172309.8784,176827.851,176826.7205
LVL,LVL 304,South America,Brazil,Q4 2022,138058.8089,140537.566,140536.977
LVL,LVL 304,Not assigned,Not assigned,Q4 2022,0,0,47500
LVL,LVL 304LN,Asia Pacific,Australia,Q3 2022,0,0,-1304.6635
LVL,LVL 304LN,Asia Pacific,Australia,Q3 2022,23230,10798.3935,5186.6675
LVL,LVL 304LN,Asia Pacific,Australia,Q3 2022,23230,10960.91,3710.947
LVL,LVL 304LN,Asia Pacific,Australia,Q4 2022,0,0,-26.6
LVL,LVL 304LN,Asia Pacific,India,Q3 2022,353500,163843.251,46335.1385
LVL,LVL 304LN,Asia Pacific,India,Q3 2022,555500,261193.931,105221.0595
LVL,LVL 304LN,Asia Pacific,India,Q3 2022,454500,210288.7035,81287.5195
LVL,LVL 304LN,Asia Pacific,India,Q4 2022,626200,299196.8855,89799.339
LVL,LVL 304LN,Asia Pacific,India,Q4 2022,429250,208744.83,177110.4475
LVL,LVL 304LN,Asia Pacific,India,Q4 2022,883750,454870.374,184206.3775
LVL,LVL 304LN,Asia Pacific,Japan,Q3 2022,484800,236766.961,60120.1705
LVL,LVL 304LN,Asia Pacific,Japan,Q3 2022,416120,208793.4605,44777.4805
LVL,LVL 304LN,Asia Pacific,Japan,Q3 2022,392890,192524.587,41552.9335
LVL,LVL 304LN,Asia Pacific,Japan,Q4 2022,442380,220726.7145,41310.864
LVL,LVL 304LN,Asia Pacific,Japan,Q4 2022,363600,183785.8505,44113.554
LVL,LVL 304LN,Asia Pacific,Japan,Q4 2022,349460,174620.374,41139.94
LVL,LVL 304LN,Asia Pacific,South Korea,Q3 2022,101000,44750.339,13730.2075
LVL,LVL 304LN,Asia Pacific,South Korea,Q3 2022,101000,44645.744,12572.5185
LVL,LVL 304LN,Asia Pacific,South Korea,Q3 2022,40400,18036.2725,4816.234
LVL,LVL 304LN,Asia Pacific,South Korea,Q4 2022,222200,100432.4325,30887.122
LVL,LVL 304LN,Asia Pacific,South Korea,Q4 2022,121200,57228.4465,21373.936
LVL,LVL 304LN,Asia Pacific,South Korea,Q4 2022,0,0,-3496.2755
LVL,LVL 304LN,Asia Pacific,Malaysia,Q3 2022,92920,44162.6405,16739.2755
LVL,LVL 304LN,Asia Pacific,Malaysia,Q3 2022,162610,80535.0245,32232.9395
LVL,LVL 304LN,Asia Pacific,Malaysia,Q3 2022,92920,43983.7935,14601.0725
LVL,LVL 304LN,Asia Pacific,Malaysia,Q4 2022,185840,90488.3645,35375.5205
LVL,LVL 304LN,Asia Pacific,Malaysia,Q4 2022,116150,57168.91,21890.812
LVL,LVL 304LN,Asia Pacific,Malaysia,Q4 2022,92920,48642.4985,17446.2275
LVL,LVL 304LN,Asia Pacific,Singapore,Q4 2022,21210,11780.8075,5204.9835
LVL,LVL 304LN,Asia Pacific,Thailand,Q3 2022,1115040,447852.6955,112245.445
LVL,LVL 304LN,Asia Pacific,Thailand,Q3 2022,418140,170411.589,35239.623
LVL,LVL 304LN,Asia Pacific,Thailand,Q3 2022,996870,402179.1275,79210.8765
LVL,LVL 304LN,Asia Pacific,Thailand,Q4 2022,1039290,425147.154,121139.06
LVL,LVL 304LN,Asia Pacific,Thailand,Q4 2022,557520,230746.9155,53993.573
LVL,LVL 304LN,Asia Pacific,Thailand,Q4 2022,696900,288607.1595,63445.256
LVL,LVL 304LN,Asia Pacific,Taiwan,Q3 2022,296940,128786.7025,37729.3925
LVL,LVL 304LN,Asia Pacific,Taiwan,Q3 2022,296940,132762.2625,52552.0145
LVL,LVL 304LN,Asia Pacific,Taiwan,Q3 2022,339360,149756.2995,43495.2655
LVL,LVL 304LN,Asia Pacific,Taiwan,Q4 2022,551460,245759.6515,89604.1995
LVL,LVL 304LN,Asia Pacific,Taiwan,Q4 2022,339360,168050.4495,38859.199
LVL,LVL 304LN,Asia Pacific,Taiwan,Q4 2022,402990,201271.123,59660.5985
LVL,LVL 304LN,Asia Pacific,Vietnam,Q3 2022,209070,91048.95,30087.8775
LVL,LVL 304LN,Asia Pacific,Vietnam,Q3 2022,101000,43985,9328.5155
LVL,LVL 304LN,Asia Pacific,Vietnam,Q3 2022,0,0,960.507
LVL,LVL 304LN,Asia Pacific,Vietnam,Q4 2022,116150,50582.75,15195.6205
LVL,LVL 304LN,Asia Pacific,Vietnam,Q4 2022,310070,139308.95,68462.548
LVL,LVL 304LN,Asia Pacific,Vietnam,Q4 2022,209070,91048.95,21964.0285
LVL,LVL 304LN,EMEA,Belgium,Q3 2022,369155,177084.75,57977.0465
LVL,LVL 304LN,EMEA,Belgium,Q3 2022,184224,88372.8,36684.0695
LVL,LVL 304LN,EMEA,Belgium,Q3 2022,262256.6,125805.27,43708.5975
LVL,LVL 304LN,EMEA,Belgium,Q4 2022,314675.6,150950.82,50036.1105
LVL,LVL 304LN,EMEA,Belgium,Q4 2022,314332.2,150786.09,51668.7425
LVL,LVL 304LN,EMEA,Belgium,Q4 2022,289062,141636.45,46289.985
LVL,LVL 304LN,EMEA,Bulgaria,Q3 2022,0,0,-606.0525
LVL,LVL 304LN,EMEA,Bulgaria,Q4 2022,69690,33102.75,9511.3715
LVL,LVL 304LN,EMEA,Bulgaria,Q4 2022,0,0,4945.776
LVL,LVL 304LN,EMEA,Bulgaria,Q4 2022,116150,56919.25,3417.131
LVL,LVL 304LN,EMEA,Belarus,Q3 2022,66660,32917.5,12535.858
LVL,LVL 304LN,EMEA,Belarus,Q3 2022,444400,219450,83268.0985
LVL,LVL 304LN,EMEA,Germany,Q3 2022,24633,17826.8055,9223.9822
LVL,LVL 304LN,EMEA,Germany,Q3 2022,458479.4,227536.6375,50521.608
LVL,LVL 304LN,EMEA,Germany,Q3 2022,858762.6,426308.6525,145031.3415
LVL,LVL 304LN,EMEA,Germany,Q3 2022,316150.2,156894.913,42201.907
LVL,LVL 304LN,EMEA,Germany,Q4 2022,763903.4,379190.334,84967.5155
LVL,LVL 304LN,EMEA,Germany,Q4 2022,642259,318895.544,107671.48
LVL,LVL 304LN,EMEA,Germany,Q4 2022,623372,310914.556,78951.346
LVL,LVL 304LN,EMEA,Finland,Q3 2022,108227014.6,7291111.994,3752171.709
LVL,LVL 304LN,EMEA,Finland,Q3 2022,98533115.4,6800249.863,4064009.446
LVL,LVL 304LN,EMEA,Finland,Q3 2022,104109689,5918946.785,3049327.034
LVL,LVL 304LN,EMEA,Finland,Q4 2022,112347572.2,7891034.21,4783573.789
LVL,LVL 304LN,EMEA,Finland,Q4 2022,96929397,6537808.335,3778902.22
LVL,LVL 304LN,EMEA,Finland,Q4 2022,118649285.4,7701046.399,3368590.18
LVL,LVL 304LN,EMEA,France,Q3 2022,27876,12716.7,5500.1105
LVL,LVL 304LN,EMEA,France,Q3 2022,27876,12716.7,6611.6865
LVL,LVL 304LN,EMEA,France,Q3 2022,27876,12716.7,6684.5515
LVL,LVL 304LN,EMEA,France,Q4 2022,27876,12716.7,5503.521
LVL,LVL 304LN,EMEA,France,Q4 2022,27876,12716.7,5827.053
LVL,LVL 304LN,EMEA,United Kingdom,Q3 2022,25149,14720.535,3873.8625
LVL,LVL 304LN,EMEA,United Kingdom,Q3 2022,24745,15092.175,6265.0505
LVL,LVL 304LN,EMEA,United Kingdom,Q4 2022,24240,13611.6,3787.7735
LVL,LVL 304LN,EMEA,Italy,Q3 2022,32844,12006.466,7686.1636
LVL,LVL 304LN,EMEA,Italy,Q3 2022,10118.4,3897.072,1983.1844
LVL,LVL 304LN,EMEA,Italy,Q4 2022,46675.2,16541.022,11708.4044
LVL,LVL 304LN,EMEA,Italy,Q4 2022,0,0,0.097
LVL,LVL 304LN,EMEA,Italy,Q4 2022,35924.4,12397.473,9389.0083
LVL,LVL 304LN,EMEA,Italy,Q4 2022,28280,15162,5370.198
LVL,LVL 304LN,EMEA,Morocco,Q3 2022,92920,41515,12505.6385
LVL,LVL 304LN,EMEA,Morocco,Q3 2022,0,0,-1109.0965
LVL,LVL 304LN,EMEA,Morocco,Q3 2022,69690,31136.25,13230.46
LVL,LVL 304LN,EMEA,Morocco,Q4 2022,0,0,-839.002
LVL,LVL 304LN,EMEA,Morocco,Q4 2022,92920,41515,13569.0685
LVL,LVL 304LN,EMEA,Morocco,Q4 2022,0,0,-280.5065
LVL,LVL 304LN,EMEA,Netherlands,Q3 2022,24240,43639.2,36691.4985
LVL,LVL 304LN,EMEA,Netherlands,Q3 2022,24240,14546.4,7664.4005
LVL,LVL 304LN,EMEA,Netherlands,Q3 2022,24240,14546.4,7728.6395
LVL,LVL 304LN,EMEA,Netherlands,Q4 2022,24240,14546.4,6697.0915
LVL,LVL 304LN,EMEA,Netherlands,Q4 2022,24240,14546.4,6981.9965
LVL,LVL 304LN,EMEA,Netherlands,Q4 2022,48480,29092.8,13165.2425
LVL,LVL 304LN,EMEA,Norway,Q3 2022,64640,35568,11354.742
LVL,LVL 304LN,EMEA,Norway,Q3 2022,32320,17784,4548.733
LVL,LVL 304LN,EMEA,Norway,Q3 2022,32320,17784,6031.018
LVL,LVL 304LN,EMEA,Norway,Q4 2022,32320,17784,4741.393
LVL,LVL 304LN,EMEA,Norway,Q4 2022,64660.2,35579.115,18070.5295
LVL,LVL 304LN,EMEA,Norway,Q4 2022,32320,17784,196.346
LVL,LVL 304LN,EMEA,Poland,Q3 2022,381941.6,190044.308,54150.893
LVL,LVL 304LN,EMEA,Poland,Q3 2022,293930.2,146252.101,53951.7445
LVL,LVL 304LN,EMEA,Poland,Q3 2022,263933.2,131326.366,48918.407
LVL,LVL 304LN,EMEA,Poland,Q4 2022,292092,145337.46,41613.3725
LVL,LVL 304LN,EMEA,Poland,Q4 2022,292758.6,145669.143,47763.4445
LVL,LVL 304LN,EMEA,Poland,Q4 2022,352045.6,175168.828,49042.8
LVL,LVL 304LN,EMEA,Russian Fed.,Q3 2022,21114,13612.495,3950.616
LVL,LVL 304LN,EMEA,Russian Fed.,Q4 2022,21114,13349.4601,5173.4756
LVL,LVL 304LN,EMEA,Russian Fed.,Q3 2022,2178246.8,1037190.392,476426.2065
LVL,LVL 304LN,EMEA,Russian Fed.,Q3 2022,2398396.5,1138518.722,572873.0565
LVL,LVL 304LN,EMEA,Russian Fed.,Q3 2022,2048562.8,975356.032,375407.1585
LVL,LVL 304LN,EMEA,Russian Fed.,Q4 2022,2475015.1,1184769.624,525524.553
LVL,LVL 304LN,EMEA,Russian Fed.,Q4 2022,2451744.7,1165622.954,526749.6445
LVL,LVL 304LN,EMEA,Russian Fed.,Q4 2022,2384832.2,1142155.949,388882.0535
LVL,LVL 304LN,EMEA,Sweden,Q3 2022,3880949.24,1039890.34,275994.2185
LVL,LVL 304LN,EMEA,Sweden,Q3 2022,3499499.51,935319.8875,355777.413
LVL,LVL 304LN,EMEA,Sweden,Q3 2022,2615019.28,715352.28,317049.4945
LVL,LVL 304LN,EMEA,Sweden,Q4 2022,2499271.26,628571.376,188296.2795
LVL,LVL 304LN,EMEA,Sweden,Q4 2022,3521965.95,904961.7445,312177.4955
LVL,LVL 304LN,EMEA,Sweden,Q4 2022,4274268.49,1139711.229,369406.037
LVL,LVL 304LN,EMEA,Slovakia,Q3 2022,273710,138765.55,36501.109
LVL,LVL 304LN,EMEA,Slovakia,Q3 2022,268377.2,136061.926,45428.5155
LVL,LVL 304LN,EMEA,Slovakia,Q3 2022,238844.8,121089.584,47646.509
LVL,LVL 304LN,EMEA,Slovakia,Q4 2022,326654.2,165607.211,41957.814
LVL,LVL 304LN,EMEA,Slovakia,Q4 2022,237794.4,120557.052,33718.6065
LVL,LVL 304LN,EMEA,Slovakia,Q4 2022,207716.6,103997.355,24146.302
LVL,LVL 304LN,EMEA,Turkey,Q3 2022,0,0,-1657.047
LVL,LVL 304LN,EMEA,Turkey,Q3 2022,127260,68727.75,33168.2335
LVL,LVL 304LN,EMEA,Turkey,Q3 2022,0,0,-0.0475
LVL,LVL 304LN,EMEA,Turkey,Q4 2022,65650,33962.5,13702.5245
LVL,LVL 304LN,EMEA,Turkey,Q4 2022,63630,35810.25,16384.4885
LVL,LVL 304LN,EMEA,Turkey,Q4 2022,42420,21945,7991.02
LVL,LVL 304LN,EMEA,South Africa,Q3 2022,296940,132310.7845,18802.077
LVL,LVL 304LN,EMEA,South Africa,Q3 2022,572670,258746.9495,81759.0425
LVL,LVL 304LN,EMEA,South Africa,Q3 2022,510050,229214.6225,70647.301
LVL,LVL 304LN,EMEA,South Africa,Q4 2022,1207960,555871.961,193676.0915
LVL,LVL 304LN,EMEA,South Africa,Q4 2022,956470,440716.457,111246.254
LVL,LVL 304LN,EMEA,South Africa,Q4 2022,615090,282415.7625,93396.5805
LVL,LVL 304LN,North America,USA,Q3 2022,15848421.43,6991327.79,3179796.642
LVL,LVL 304LN,North America,USA,Q3 2022,16626089.88,7423534.308,3282938.199
LVL,LVL 304LN,North America,USA,Q3 2022,12609037.07,5583539.823,2021039.453
LVL,LVL 304LN,North America,USA,Q4 2022,15914593.68,7217540.754,2654158.944
LVL,LVL 304LN,North America,USA,Q4 2022,15410404.93,7031447.164,2453817.149
LVL,LVL 304LN,North America,USA,Q4 2022,17812901.27,8062508.412,3413715.142
LVL,LVL 304LN,South America,Argentina,Q3 2022,15288117.5,463989.994,238927.8405
LVL,LVL 304LN,South America,Argentina,Q3 2022,15368665,517082.207,288343.5345
LVL,LVL 304LN,South America,Argentina,Q3 2022,15015165,470840.5865,264035.9225
LVL,LVL 304LN,South America,Argentina,Q4 2022,18040620,525648.395,292634.4375
LVL,LVL 304LN,South America,Argentina,Q4 2022,15292410,545092.976,454286.447
LVL,LVL 304LN,South America,Argentina,Q4 2022,13030010,359450.0465,228612.256
LVL,LVL 304LN,South America,Brazil,Q3 2022,3250142.63,1555671.512,971080.177
LVL,LVL 304LN,South America,Brazil,Q3 2022,3306151.17,1428381.877,828078.0545
LVL,LVL 304LN,South America,Brazil,Q3 2022,3616018.16,1563697.616,915982.381
LVL,LVL 304LN,South America,Brazil,Q4 2022,3805996.13,2097019.854,1156994.75
LVL,LVL 304LN,South America,Brazil,Q4 2022,3544815.18,1797007.47,1075723.77
LVL,LVL 304LN,South America,Brazil,Q4 2022,3424449.44,2050576.083,1539273.895
LVL,LVL 304LN,South America,Colombia,Q4 2022,381780,197380.455,64931.626
LVL,LVL 304LN,South America,Colombia,Q4 2022,0,0,-11251.7905
LVL,LVL 304LN,South America,Uruguay,Q3 2022,93244210,1849209.324,731611.283
LVL,LVL 304LN,South America,Uruguay,Q3 2022,69492524.8,1826688.719,682601.2105
LVL,LVL 304LN,South America,Uruguay,Q3 2022,86175523,1696997.835,590832.417
LVL,LVL 304LN,South America,Uruguay,Q4 2022,89944671.3,1576940.226,627981.692
LVL,LVL 304LN,South America,Uruguay,Q4 2022,91559732,1428354.859,724530.7335
LVL,LVL 304LN,South America,Uruguay,Q4 2022,95267482.4,1963330.211,889462.0955
LVL,LVL 305,EMEA,Austria,Q3 2022,178663.2,28230.1622,7532.1276
LVL,LVL 305,EMEA,Austria,Q3 2022,150817.2,23122.6272,10943.1811
LVL,LVL 305,EMEA,Austria,Q3 2022,200654.4,31890.7288,7664.4938
LVL,LVL 305,EMEA,Austria,Q4 2022,204918,30437.048,12207.8962
LVL,LVL 305,EMEA,Austria,Q4 2022,117708,13006.6912,128.8063
LVL,LVL 305,EMEA,Austria,Q4 2022,98756.4,18494.6214,10589.9168
LVL,LVL 305,EMEA,Austria,Q3 2022,44440,19646,8135.838
LVL,LVL 305,EMEA,Austria,Q3 2022,88880,40128,16675.464
LVL,LVL 305,EMEA,Austria,Q3 2022,44440,20064,8382.876
LVL,LVL 305,EMEA,Austria,Q4 2022,44440,20064,8139.182
LVL,LVL 305,EMEA,Austria,Q4 2022,44440,20064,8073.556
LVL,LVL 305,EMEA,Austria,Q4 2022,44440,20064,8408.374
LVL,LVL 305,EMEA,Bosnia-Herz.,Q3 2022,2040,1008.8,524.4596
LVL,LVL 305,EMEA,Bosnia-Herz.,Q4 2022,8160,4035.2,1986.9868
LVL,LVL 305,EMEA,Czech Republic,Q3 2022,67432.2,12591.6282,4495.4262
LVL,LVL 305,EMEA,Czech Republic,Q3 2022,11362.8,2728.1832,1232.4723
LVL,LVL 305,EMEA,Czech Republic,Q3 2022,49470,10506.8072,2165.3116
LVL,LVL 305,EMEA,Czech Republic,Q4 2022,79050,14529.9501,6910.7165
LVL,LVL 305,EMEA,Czech Republic,Q4 2022,94146,13935.7766,5534.4902
LVL,LVL 305,EMEA,Czech Republic,Q4 2022,76117.5,11680.8758,5313.4272
LVL,LVL 305,EMEA,Germany,Q3 2022,147594,56359.716,14022.4364
LVL,LVL 305,EMEA,Germany,Q3 2022,73990.8,30211.9692,6277.7818
LVL,LVL 305,EMEA,Germany,Q3 2022,97899.6,36321.9604,9542.7824
LVL,LVL 305,EMEA,Germany,Q4 2022,73134,19731.837,7953.4083
LVL,LVL 305,EMEA,Germany,Q4 2022,88413.6,35738.2532,10082.7426
LVL,LVL 305,EMEA,Germany,Q4 2022,145758,32898.7528,13385.709
LVL,LVL 305,EMEA,Denmark,Q3 2022,32353.38,11455.797,2465.7206
LVL,LVL 305,EMEA,Denmark,Q3 2022,27580.8,8702.3065,428.8952
LVL,LVL 305,EMEA,Denmark,Q4 2022,2483.7,906.6784,1450.441
LVL,LVL 305,EMEA,Denmark,Q4 2022,8781.18,2770.6304,325.0761
LVL,LVL 305,EMEA,Denmark,Q4 2022,9710.4,9912.7307,-5974.5695
LVL,LVL 305,EMEA,Estonia,Q3 2022,0,0,0.019
LVL,LVL 305,EMEA,Estonia,Q4 2022,24240,16188,2119.2505
LVL,LVL 305,EMEA,Spain,Q3 2022,146884.08,168138.83,5845.3364
LVL,LVL 305,EMEA,Spain,Q3 2022,14586,23327.045,4370.8297
